"Online_id","Valence","Arousal","Dominance","Wheel_slice","Wheel_strength"
62,9,9,8,3,4
62,9,7,9,3,4
62,8,7,5,2,3
62,5,7,5,3,3
62,7,6,7,4,2
62,5,5,4,0,0
62,4,4,5,4,1
63,7,7,6,3,3
63,6,6,6,16,2
63,9,9,5,4,2
63,9,9,9,4,3
63,7,7,7,3,3
63,8,7,7,1,3
63,9,8,9,2,4
63,9,9,9,4,4
63,7,7,7,4,3
63,9,9,9,3,4
63,7,7,5,3,2
63,3,3,2,9,1
63,7,9,7,4,3
63,4,6,3,0,0
63,7,7,7,3,4
64,6,3,5,4,2
64,5,1,5,3,1
64,9,5,1,6,3
64,7,5,4,5,2
64,7,7,5,3,3
64,9,5,7,7,4
64,7,6,4,9,1
64,7,2,6,3,3
64,9,7,3,2,3
64,5,6,3,8,3
64,7,7,7,3,3
64,7,7,7,2,2
64,5,4,5,0,0
64,5,5,5,9,1
64,5,5,5,4,1
65,5,1,2,7,1
65,5,1,1,7,1
65,6,5,5,5,1
65,6,6,5,7,1
65,7,2,6,5,2
65,9,8,8,3,4
65,7,5,3,6,3
65,7,7,5,8,4
65,7,7,7,3,3
65,5,5,5,13,3
65,6,5,6,8,2
65,3,6,5,0,0
65,7,3,5,3,1
65,5,5,5,3,1
65,8,7,6,5,3
66,5,3,4,16,3
66,9,9,5,8,4
66,7,7,8,3,2
66,1,6,4,14,4
66,3,3,4,10,2
66,9,8,8,4,4
66,6,6,5,7,1
66,2,3,9,14,3
66,3,4,2,14,3
66,7,8,7,2,3
66,5,7,5,0,0
66,3,3,2,16,2
66,6,7,6,16,1
66,2,6,4,16,2
66,5,9,8,16,3
67,2,2,1,9,3
67,9,9,5,3,4
67,7,7,8,5,3
67,9,6,3,3,4
67,8,7,9,2,4
67,7,4,6,8,3
67,8,7,7,1,3
67,9,7,6,8,4
67,7,3,7,7,3
67,8,7,5,3,3
67,5,5,5,1,4
67,6,6,6,4,2
67,5,5,6,0,0
67,5,6,6,5,3
67,9,7,8,2,4
67,5,3,5,4,1
68,5,2,3,15,1
68,9,5,5,6,3
68,9,9,9,3,4
68,2,6,4,16,3
68,5,2,5,7,1
68,9,7,9,2,4
68,7,8,7,2,4
68,9,6,5,1,3
68,9,9,8,2,3
68,6,7,8,2,3
68,9,8,9,2,4
68,7,4,3,13,2
68,6,7,6,4,3
68,3,6,4,0,0
68,5,6,7,14,2
68,5,3,5,4,1
69,1,1,1,14,4
69,9,8,9,1,4
69,9,4,5,1,4
69,9,9,3,8,4
69,9,6,9,3,4
69,6,5,6,1,1
69,9,7,9,2,4
69,5,6,7,9,2
69,7,8,2,3,4
69,7,6,5,1,4
69,3,3,5,6,2
69,5,3,6,13,1
69,6,5,7,0,0
69,7,6,8,1,4
69,7,7,7,4,4
70,7,5,3,3,4
70,7,7,7,2,1
70,4,6,5,14,3
70,6,3,5,14,1
70,9,6,9,3,4
70,4,6,3,14,3
70,5,8,5,15,2
70,7,9,9,16,4
70,6,7,7,7,2
70,9,9,7,3,4
70,7,6,5,3,1
70,6,6,6,3,2
70,5,6,6,0,0
70,5,4,2,16,3
70,5,5,5,3,1
71,7,2,2,6,2
71,1,1,1,14,4
71,8,8,9,2,3
71,5,3,6,3,1
71,8,4,8,2,4
71,9,8,6,4,2
71,8,7,8,1,2
71,9,8,7,2,4
71,7,7,6,4,1
71,1,9,3,0,0
71,7,8,8,1,3
71,5,6,6,0,0
71,7,7,5,3,2
71,5,8,9,1,4
71,9,8,8,3,4
72,5,8,7,7,3
72,5,1,1,16,1
72,9,3,1,7,4
72,9,6,5,2,3
72,9,7,9,3,4
72,9,7,7,4,4
72,7,6,4,4,2
72,6,9,7,2,2
72,7,8,7,4,4
72,7,7,5,7,3
72,7,8,6,3,2
72,5,8,8,0,0
72,2,8,8,4,4
72,7,5,8,1,4
72,6,6,6,3,2
73,7,3,5,3,3
73,1,1,1,14,4
73,7,4,7,5,2
73,7,7,8,3,4
73,8,7,9,7,3
73,5,3,3,11,1
73,9,9,9,2,4
73,8,6,7,2,3
73,5,3,5,15,1
73,6,7,7,4,3
73,5,6,5,0,0
73,5,6,6,1,3
73,7,6,7,2,3
73,6,5,5,3,2
73,7,6,6,4,3
74,3,6,6,2,3
74,6,3,3,8,2
74,9,5,2,7,4
74,6,5,5,2,1
74,9,7,9,3,4
74,4,5,5,12,2
74,7,8,7,1,3
74,6,3,3,3,2
74,8,7,7,4,4
74,7,8,6,7,4
74,7,8,5,3,3
74,6,7,6,8,3
74,5,7,7,0,0
74,5,7,6,5,3
74,3,3,4,16,1
75,6,1,3,8,1
75,1,1,1,14,3
75,6,4,7,2,1
75,6,2,6,7,1
75,6,3,6,8,1
75,2,6,5,15,3
75,7,5,3,3,2
75,8,7,5,2,4
75,8,6,6,3,3
75,8,6,5,3,2
75,8,7,7,3,3
75,6,4,4,0,0
75,8,8,4,3,4
75,8,5,6,3,3
75,9,8,7,3,4
76,5,1,2,7,1
76,7,5,1,9,4
76,7,3,7,4,3
76,7,3,5,6,3
76,6,2,5,7,2
76,8,2,9,4,4
76,4,3,3,9,2
76,5,4,8,9,1
76,7,3,5,6,2
76,9,7,7,4,4
76,5,4,4,0,0
76,3,2,4,12,2
76,5,3,3,6,3
76,5,1,5,4,1
76,8,2,4,5,4
77,7,2,3,3,2
77,9,7,3,3,4
77,6,4,4,9,1
77,3,3,5,9,2
77,5,2,4,8,1
77,5,1,5,3,1
77,7,6,3,3,3
77,7,6,8,3,2
77,6,5,7,4,1
77,1,1,1,16,4
77,7,6,6,4,2
77,6,6,4,0,0
77,7,6,5,12,2
77,6,5,5,4,2
77,8,6,5,3,3
77,8,7,6,3,3
78,5,1,1,7,2
78,6,5,6,6,2
78,5,6,4,7,2
78,3,3,3,9,2
78,7,4,9,2,4
78,9,9,9,2,4
78,5,5,3,16,2
78,5,6,6,2,1
78,4,5,1,12,3
78,4,4,4,7,1
78,6,7,8,7,3
78,7,8,7,4,3
78,3,8,7,0,0
78,3,3,3,14,3
78,5,6,5,4,3
79,5,1,1,6,2
79,5,1,3,6,1
79,7,4,6,5,2
79,9,7,9,4,4
79,6,2,5,4,2
79,7,5,5,7,2
79,7,6,6,1,2
79,9,9,9,3,4
79,8,7,7,2,2
79,9,7,5,2,3
79,5,6,6,8,2
79,4,7,6,0,0
79,5,5,5,5,2
79,5,2,5,4,1
79,6,5,6,6,3
80,9,3,1,9,4
80,8,7,6,5,3
80,3,2,5,9,3
80,7,3,7,5,2
80,6,4,3,6,2
80,7,4,4,4,3
80,8,1,7,4,3
80,7,2,1,3,4
80,9,4,7,4,4
80,7,1,3,6,3
80,7,5,8,6,4
80,8,6,7,1,3
80,6,7,7,0,0
80,7,5,5,5,3
80,8,4,4,6,3
81,1,1,1,14,4
81,7,6,6,3,2
81,3,6,5,14,1
81,2,4,4,14,4
81,5,1,9,14,4
81,7,4,5,3,2
81,6,5,5,1,1
81,6,3,9,13,3
81,7,7,6,4,2
81,9,6,6,4,4
81,7,5,6,3,2
81,7,6,6,4,2
81,6,7,6,0,0
81,5,6,7,4,4
81,7,6,6,2,3
82,5,2,1,8,2
82,2,4,3,9,4
82,8,3,5,5,3
82,5,1,5,9,3
82,6,6,5,6,3
82,5,1,4,15,1
82,3,1,1,9,2
82,6,5,6,6,2
82,9,7,3,2,3
82,7,6,7,2,3
82,8,6,7,3,3
82,6,6,5,4,3
82,3,5,6,0,0
82,3,3,5,9,2
82,7,4,3,5,3
83,9,5,5,3,4
83,7,4,6,5,1
83,9,3,5,3,4
83,8,5,9,3,3
83,8,6,7,3,3
83,7,1,7,3,2
83,8,5,6,3,4
83,6,3,3,4,1
83,9,5,5,3,4
83,8,6,5,3,2
83,8,5,5,3,3
83,8,7,8,3,2
83,5,4,4,0,0
83,5,2,5,5,3
83,8,6,6,5,3
84,9,9,3,7,4
84,7,5,6,4,3
84,5,3,5,9,1
84,9,7,8,2,3
84,8,7,9,4,4
84,7,4,7,4,3
84,8,5,5,2,3
84,7,6,6,1,2
84,9,9,9,1,4
84,9,8,6,3,3
84,7,7,8,2,3
84,6,5,6,4,1
84,6,4,6,0,0
84,5,5,8,16,4
84,7,7,8,1,3
85,5,1,1,8,1
85,5,3,3,15,1
85,7,3,8,3,4
85,6,5,5,2,2
85,5,1,5,14,1
85,8,6,3,6,3
85,6,4,6,6,1
85,9,5,5,6,4
85,6,4,4,9,1
85,6,2,3,6,3
85,6,6,6,2,1
85,6,5,6,0,0
85,5,5,5,12,2
85,8,6,7,3,4
85,6,6,3,6,3
86,5,1,2,4,1
86,5,1,1,7,2
86,5,5,5,7,1
86,6,1,3,6,2
86,5,1,7,7,3
86,4,3,5,7,2
86,7,2,5,2,3
86,5,1,5,7,3
86,5,5,5,5,1
86,3,3,4,9,1
86,5,3,5,4,1
86,5,6,6,0,0
86,5,8,6,1,3
86,6,5,5,5,1
86,7,5,4,5,3
87,9,9,5,4,4
87,5,3,3,7,1
87,6,4,7,7,3
87,7,5,5,3,3
87,6,3,2,9,1
87,9,3,9,3,4
87,7,3,6,4,4
87,6,4,4,6,1
87,4,4,2,4,1
87,7,3,6,4,3
87,7,5,6,4,3
87,6,8,8,0,0
87,3,5,5,16,3
87,5,5,5,4,1
87,4,4,6,6,3
88,1,1,1,14,4
88,8,8,8,1,4
88,6,7,7,3,2
88,8,7,9,2,4
88,7,3,5,3,2
88,8,5,4,3,3
88,8,7,8,2,4
88,9,9,9,2,4
88,9,8,9,1,3
88,7,6,8,2,3
88,7,6,6,2,2
88,7,7,5,0,0
88,7,7,7,14,3
88,8,8,8,3,4
88,6,7,8,1,4
89,7,4,3,4,3
89,5,1,1,7,1
89,6,3,4,3,1
89,4,6,2,10,1
89,5,1,5,7,1
89,5,3,1,10,1
89,7,4,6,8,1
89,3,5,7,9,3
89,7,5,5,8,3
89,5,4,2,9,1
89,7,4,6,3,3
89,5,5,5,4,1
89,6,5,5,0,0
89,5,5,5,4,3
89,5,3,4,9,1
90,7,7,7,2,3
90,9,5,1,3,2
90,6,4,6,5,1
90,4,4,6,9,1
90,7,4,5,2,3
90,7,2,2,3,1
90,7,6,6,2,3
90,6,3,8,3,3
90,6,4,2,2,1
90,8,6,7,3,4
90,5,5,5,8,2
90,6,6,4,0,0
90,6,6,5,7,3
90,7,4,6,5,3
90,7,7,7,3,3
91,9,5,3,5,3
91,1,1,1,9,4
91,1,1,1,14,4
91,4,3,3,15,1
91,5,4,2,7,4
91,4,6,3,9,1
91,5,3,5,4,3
91,6,2,5,6,2
91,7,7,7,3,4
91,6,4,6,9,3
91,3,3,3,9,3
91,6,6,6,4,3
91,3,4,4,9,2
91,7,6,5,0,0
91,3,6,3,9,2
92,6,7,7,1,2
92,4,3,5,14,1
92,9,5,9,9,2
92,5,1,5,7,1
92,8,7,9,1,3
92,6,4,5,4,2
92,7,5,7,4,3
92,7,5,5,3,2
92,7,4,7,6,4
92,5,4,3,0,0
92,2,6,6,15,2
92,2,8,7,0,0
92,7,6,6,6,3
92,7,7,7,3,3
92,8,7,8,3,4
93,3,5,7,6,3
93,3,2,1,9,3
93,5,1,1,7,1
93,5,5,5,4,3
93,4,2,2,15,2
93,7,6,4,6,3
93,8,7,7,6,4
93,6,2,4,5,3
93,5,3,4,6,1
93,7,5,4,4,3
93,3,5,4,9,1
93,4,4,6,4,2
93,1,2,5,0,0
93,3,6,4,5,2
93,5,5,5,3,1
94,4,3,3,4,1
94,5,1,1,7,1
94,2,3,7,1,3
94,3,6,7,6,3
94,4,4,5,9,1
94,6,6,7,6,4
94,5,8,4,5,3
94,3,1,4,9,3
94,5,4,5,1,2
94,8,6,3,5,3
94,7,3,3,6,3
94,5,3,7,9,1
94,6,6,3,13,3
94,4,6,7,0,0
94,3,2,2,9,2
95,3,2,2,9,2
95,1,1,1,14,4
95,2,2,6,6,3
95,5,5,7,3,3
95,7,6,7,3,3
95,4,6,6,2,1
95,5,1,7,7,1
95,7,4,6,5,3
95,7,3,5,2,2
95,6,2,5,3,2
95,2,2,2,11,2
95,5,2,3,0,0
95,5,5,6,4,2
95,5,5,6,0,0
95,1,1,3,5,2
96,2,2,1,9,3
96,5,1,1,7,3
96,3,4,3,9,3
96,3,6,3,16,4
96,3,3,3,9,3
96,3,3,3,9,2
96,4,1,3,9,1
96,5,3,5,7,3
96,4,3,3,6,2
96,2,3,1,14,3
96,3,1,3,9,2
96,6,5,5,9,3
96,4,4,5,9,1
96,2,2,2,0,0
96,1,2,5,12,3
96,2,1,1,9,4
97,2,2,1,9,4
97,1,1,1,14,4
97,3,3,1,9,4
97,6,3,6,6,4
97,5,1,9,9,1
97,3,6,3,11,4
97,4,4,3,9,3
97,4,3,4,9,3
97,1,5,8,1,3
97,4,2,4,9,2
97,3,4,3,9,2
97,4,6,3,9,2
97,3,1,2,9,2
97,3,6,4,9,2
97,4,5,6,4,1
97,5,6,5,0,0
98,5,2,1,9,4
98,1,8,6,9,4
98,3,3,1,9,4
98,3,2,4,14,4
98,2,3,2,9,3
98,2,5,3,9,3
98,4,2,4,6,4
98,3,5,2,9,4
98,2,4,2,9,3
98,1,1,3,9,3
98,3,2,2,10,2
98,4,4,5,9,4
98,8,7,8,9,4
98,5,4,4,9,3
98,2,3,2,0,0
99,5,1,1,0,0
99,3,5,4,9,4
99,3,4,5,9,3
99,3,7,3,10,3
99,3,3,1,9,3
99,5,2,5,15,1
99,8,9,1,9,4
99,5,4,5,9,1
99,3,4,7,9,2
99,2,1,1,9,4
99,3,2,6,8,2
99,3,7,3,9,3
99,7,7,5,9,4
99,4,5,6,14,2
99,1,3,8,0,0
100,5,1,1,7,1
100,7,3,6,6,2
100,3,1,3,9,1
100,5,3,3,6,3
100,6,6,7,6,2
100,7,6,6,3,4
100,7,2,5,6,3
100,3,2,2,9,1
100,7,7,4,6,4
100,4,4,7,9,1
100,3,4,4,15,1
100,3,5,4,9,2
100,6,4,5,6,2
100,3,3,6,15,2
100,5,4,3,0,0
101,9,3,1,3,2
101,3,3,2,9,3
101,3,2,5,12,1
101,3,1,6,9,2
101,3,9,1,4,4
101,5,2,5,6,2
101,7,5,4,6,2
101,5,2,2,6,2
101,4,7,3,6,3
101,5,2,5,9,2
101,7,6,5,9,3
101,5,1,3,9,1
101,4,4,4,9,1
101,5,4,5,3,2
101,2,6,4,0,0
102,5,1,1,9,3
102,7,8,3,1,4
102,6,4,4,9,2
102,3,7,6,4,4
102,4,2,6,9,2
102,2,4,2,9,3
102,4,1,4,11,1
102,1,2,5,14,1
102,4,6,4,4,2
102,5,1,3,9,2
102,3,4,5,9,3
102,8,9,3,9,4
102,3,2,2,10,3
102,4,6,5,4,3
102,4,3,5,0,0
103,1,1,1,14,4
103,7,6,5,2,3
103,7,7,3,2,3
103,5,5,5,3,3
103,4,6,4,2,1
103,6,4,7,6,3
103,7,6,3,3,4
103,8,2,5,3,3
103,8,7,6,6,3
103,6,6,3,11,3
103,7,3,6,13,4
103,7,4,7,13,3
103,7,7,6,3,3
103,6,6,6,4,2
103,7,6,7,0,0
104,5,1,1,9,2
104,7,5,7,5,1
104,7,7,4,5,3
104,6,2,5,7,2
104,3,4,3,10,1
104,3,6,4,14,2
104,6,6,5,7,3
104,9,1,7,2,4
104,7,6,3,9,3
104,5,5,5,8,1
104,5,3,5,7,3
104,7,7,6,7,3
104,5,4,4,7,1
104,3,5,5,0,0
105,9,9,3,4,4
105,1,9,1,9,4
105,8,6,3,1,3
105,3,3,5,6,2
105,5,1,6,7,1
105,4,2,2,10,1
105,1,9,1,4,4
105,5,1,7,6,1
105,6,2,3,9,3
105,9,9,7,6,4
105,3,3,3,9,2
105,7,6,6,5,2
105,4,4,6,9,2
105,3,5,4,0,0
106,1,1,1,14,4
106,1,7,4,10,3
106,6,5,9,5,3
106,8,7,7,4,4
106,5,1,9,14,3
106,6,6,5,14,3
106,3,2,5,16,3
106,5,8,5,15,1
106,5,6,4,5,1
106,4,6,8,14,1
106,5,1,6,16,4
106,3,7,4,15,4
106,2,6,5,14,2
106,4,5,5,15,3
106,4,7,4,0,0
107,1,1,1,14,4
107,3,6,3,10,3
107,6,6,7,16,2
107,4,7,5,16,1
107,7,7,6,10,1
107,7,7,7,3,3
107,7,8,9,5,4
107,5,8,4,14,2
107,5,6,2,5,1
107,1,7,4,15,3
107,6,5,4,10,2
107,5,8,4,7,2
107,4,4,5,15,1
107,6,9,8,0,0
108,9,3,1,9,4
108,3,7,4,10,2
108,4,6,3,9,1
108,6,6,6,3,2
108,3,2,5,14,1
108,3,3,2,9,3
108,3,2,1,10,3
108,1,4,3,14,4
108,5,5,7,16,3
108,5,3,5,10,1
108,3,5,3,9,3
108,4,3,5,7,2
108,4,5,6,0,0
108,5,5,5,3,1
109,5,3,2,7,4
109,1,8,3,10,3
109,6,7,6,6,3
109,7,7,7,3,3
109,2,8,3,9,4
109,5,6,5,13,1
109,7,7,6,16,3
109,5,5,5,7,1
109,4,4,4,6,1
109,3,2,1,14,4
109,6,6,6,2,3
109,4,6,4,0,0
109,5,5,5,10,3
109,3,5,3,9,2
110,9,5,3,9,3
110,1,8,3,16,4
110,5,6,4,9,3
110,3,7,6,16,3
110,5,3,5,1,2
110,4,9,9,16,4
110,8,6,3,2,4
110,4,6,4,10,3
110,4,4,8,9,1
110,6,5,6,6,3
110,4,5,6,11,2
110,2,6,5,0,0
110,5,7,5,11,3
110,5,2,5,9,1
111,7,7,9,16,4
111,3,9,2,10,2
111,2,7,4,16,2
111,7,7,7,7,4
111,5,8,7,16,3
111,2,9,4,15,3
111,2,4,1,15,4
111,1,9,9,16,4
111,3,7,2,10,2
111,6,3,6,16,2
111,4,2,3,10,3
111,3,4,4,10,1
111,3,7,6,0,0
111,1,6,5,16,4
111,4,6,5,16,3
112,9,9,9,4,4
112,5,7,8,16,3
112,3,7,5,9,2
112,7,7,9,3,4
112,7,8,9,16,3
112,3,7,5,10,2
112,1,9,8,16,4
112,2,8,2,16,3
112,6,8,9,15,4
112,9,9,9,1,4
112,5,4,5,10,2
112,4,5,6,16,1
112,5,7,7,0,0
112,5,7,9,16,4
112,3,7,6,16,3
113,1,1,1,11,1
113,3,9,8,14,4
113,2,7,7,14,3
113,1,8,5,14,4
113,7,6,7,2,3
113,5,1,9,14,4
113,4,8,4,16,2
113,3,8,3,14,3
113,1,7,6,14,3
113,4,4,4,15,2
113,4,6,3,10,3
113,4,6,6,14,2
113,2,6,7,0,0
113,4,6,9,14,3
113,4,5,4,14,3
114,1,1,2,14,2
114,2,4,5,14,3
114,9,7,9,3,4
114,6,5,8,3,2
114,1,7,5,16,3
114,5,8,4,16,1
114,4,7,7,14,1
114,9,9,9,7,4
114,5,9,3,16,3
114,9,7,6,4,3
114,7,6,6,7,2
114,5,7,6,7,2
114,4,8,7,0,0
114,5,6,5,7,3
114,5,5,5,3,1
115,1,1,1,14,4
115,1,7,6,14,4
115,7,5,7,14,1
115,5,1,9,14,3
115,1,4,5,14,4
115,1,3,3,14,4
115,4,6,6,14,1
115,2,8,8,14,3
115,2,9,9,14,4
115,4,7,2,16,3
115,8,6,8,1,4
115,3,6,6,14,2
115,4,7,7,0,0
115,2,5,5,14,3
115,4,5,3,14,3
116,1,1,1,14,4
116,8,6,9,4,4
116,5,7,5,14,3
116,1,4,5,9,3
116,1,3,7,14,4
116,4,8,5,15,1
116,1,2,2,14,4
116,3,6,8,15,1
116,4,7,9,16,4
116,8,7,9,1,4
116,3,7,2,14,3
116,1,1,1,14,4
116,3,7,8,14,2
116,6,8,5,0,0
116,3,6,3,14,3
117,2,3,1,6,1
117,7,3,7,4,3
117,5,4,7,7,2
117,6,4,5,2,2
117,7,6,5,6,3
117,6,7,6,1,2
117,6,7,6,4,2
117,6,5,4,4,2
117,6,6,8,2,1
117,9,7,8,3,3
117,6,6,6,3,2
117,5,3,6,7,3
117,6,6,6,3,3
117,6,6,5,0,0
117,5,5,5,3,1
118,9,9,9,4,4
118,3,7,5,8,1
118,9,8,9,1,4
118,9,9,9,16,4
118,6,8,7,16,4
118,9,9,9,16,4
118,5,7,7,1,3
118,6,6,7,1,2
118,4,6,7,16,1
118,6,7,9,15,3
118,6,5,6,12,2
118,3,7,5,16,2
118,6,8,7,4,2
118,4,4,6,0,0
118,3,6,4,16,2
119,1,1,1,11,4
119,6,8,8,3,3
119,1,1,1,13,1
119,1,2,5,16,3
119,7,5,5,7,1
119,4,5,4,14,4
119,3,7,7,3,4
119,3,8,5,14,1
119,5,2,3,4,1
119,3,6,8,16,2
119,6,7,8,3,1
119,5,1,5,14,4
119,6,6,5,3,3
119,5,5,5,0,0
119,5,5,5,3,1
120,2,1,3,7,4
120,1,3,3,16,2
120,3,7,5,16,2
120,9,7,9,3,4
120,1,4,5,14,4
120,3,6,7,16,4
120,4,9,4,10,1
120,2,5,4,14,1
120,2,8,7,16,2
120,7,8,9,16,4
120,9,8,9,16,3
120,1,3,1,14,4
120,4,6,6,8,3
120,3,7,7,0,0
120,5,4,4,14,1
